appId,title,developer,score,reviews_count,installs,free,price,currency,updated,genre,contentRating,minInstalls,maxInstalls,summary,most_liked_review,most_disliked_review,discovered_from_category,discovered_query
com.google.android.apps.work.clouddpc,Android Device Policy,Google LLC,3.2822385,35812,"100,000,000+",True,0,USD,1756901615,Tools,Everyone,100000000,,Use Android Device Policy to access your organization's apps and resources,"Not certain if this update is responsible for pink being introduced as a highlight color on my green pallet themed Pixel Fold? But, I hate it whatever has caused it.",Stop forcing me to update when I don't want to. I was using maps when I was FORCED into a 15 minute update (even after having one last week) and went the wrong way. Had to pull over and wait forever for it to finish and was late to an appointment and got a $25 late/no show fee. I was literally using the device when you disabled my phone. Ridiculous. This makes me want to throw this phone away and switch to something else. Stop forcing unwanted and unnecessary updates on people.,TOOLS,android tools
com.roysolberg.android.developertools,Developer Tools,Roy Solberg,4.22,3771,"1,000,000+",True,0,USD,1756908116,Tools,Everyone,1000000,,Essential Android dev tools and device info,"App is clean and good. I love it, only premission that Exodus found was this app won't let TV sleep and I like that, too many times I'm only gone for a sec and my device has gone into sleep. Thanks Roy, good app here. I'm happy.","I tried to access dev options, but I got the msg: ""Can't access developer actions directly"". Well, I can't access developer options on my phone because they're missing and was hoping this tool would fix that. Since I don't need the other stuff of this tool I rate it only 1 *, for now.",TOOLS,android tools
ph.spacedesk.beta,spacedesk - USB Display for PC,datronicsoft Technology GmbH,4.520755,38363,"5,000,000+",True,0,USD,1754299254,Productivity,Everyone,5000000,,"Multi Monitor Remote Desktop. Screen share, mirror and extend. USB, WiFi and LAN","This works great and simple to use!.... I only have one monitor and I wanted to us my tablet as a second screen. I downloaded this app and it allows me to do that with no issues. Its free, I don't recall having any ad pop ups during use. Great app and it runs wirelessly, that's another. I could easily pay 2 to 5 dollars for a one time purchase of this app, it works that great. I love this little app",,TOOLS,android tools
com.pradhyu.alltoolseveryutility,All tools,ATEU Softwares ®,4.476529,26944,"1,000,000+",True,0,USD,1738902221,Tools,Everyone,1000000,,"70+ multi functional tools in a single App, use full for everyday life.","Definitely an amazing app, even if you're not low on space. There are so many incredibly useful tools on here that I'll probably never use, but someone else will use everyday. It's very fast and lightweight, reducing load on your device. You won't need to download another tool app again! That's what's so great about this app, it's the app for everybody. It has almost everything. Even a morse code translator! 11/10","the selecting the g force meter, automatically crashes the app. never could get the speedometer to work properly to save the top speed like the app used to do. the other speed app where you point it at a moving object doesn't work at all as far as I was able to determine. pretty much every feature I tried did not work, except the music player function. That worked but it just didn't seem like it got very loud. I dunno what happened. but definitely have some bugs to iron out for sure. :( 2025 :(",TOOLS,android tools
cn.trinea.android.developertools,Dev Tools(Developer)-Decompile,Trinea,4.5648994,16147,"1,000,000+",True,0,USD,1755800577,Tools,Everyone,1000000,,Powerful and Essential Tool for Android Developer. ✓Surprise ✓Automation,"This app is cool, being able to decompile apps and see their files is cool. But I have an issue. I first downloaded this app a few months ago and I paid for the pro version (which has more features). Then I didn't use it for a couple months and when I went back into it, all the pro options were locked/it wouldn't let me select them and instead it told me to purchase the pro version, which I did before. I paid for it again and when I went back into it today, it wants me to pay again. Please fix.","Useful tools are blocked behind paywall on this ""free"" app // Edit post developer reply, the only feature that would have been useful to me was locked behind paywall. Apps that give you ""easier access"" to things you can do without the app are not needed. Decompile is in the name of the app and the app is listed as free, yet I was unable to decompile files I needed to without making a payment. Waste of download time.",TOOLS,android tools
org.khanacademy.android,Khan Academy,Khan Academy,4.2034264,169432,"10,000,000+",True,0,USD,1743693011,Education,Everyone,10000000,,You can learn anything.,"For the platform itself, 11/10. The fact that such an amazing website exists that is completely free with no subscription ever, is absolutely incredible. For the app, I find it somewhat difficult to find and access profile settings but that's probably on me, and I kind of prefer the previous app layout. I love being able to learn subjects I would otherwise never have access to, and I would love to see language courses incorporated eventually! Great job all around. Have been using for years!",,EDUCATION,education learning apps
org.khankids.android,Khan Academy Kids,Khan Academy,4.653436,51927,"5,000,000+",True,0,USD,1750294479,Education,Everyone,5000000,,"Early learning for kids ages 2-8! Educational games for reading, math, and more!","If you're reading the reviews to determine if you should download, you should. Educational (the fun kind), ad-free, a robust offline section, and free - and my 3yrold loves it more than I hoped. He's singing the songs (which means practicing long vowel sounds in the car) and learning how to work technology (tap and drag, menu, etc.). He loves it. I showed him the app one time and the next day he was asking to play his new game. This will be the go-to for long car rides and I won't have to worry!",,EDUCATION,education learning apps
com.holucent.math,Math Tests: learn mathematics,Eductify,4.4732823,29810,"5,000,000+",True,0,USD,1756711468,Education,Everyone,5000000,,"Learn math and practice counting, algebra, fractions, geometry. Theory and quiz.","Getting back to math in my old age. Lets me retest whenever I want -- some terms weren't even used when I was in school. Good for focus, and I've been amazed to find how many silly mistakes I've made -- for years. No wonder I never liked math. I never learned the basics very well. This has actually been fun. I do find it annoying, when I don't keep at it, to get messages reminding me of past failures. If this is meant to motivate students, it probably has the opposite effect.","Would have bought this for nephew but i don't get the ""note"" system. Notes are not even saved to be read in the results so they are useless!? I guess i better get back on paper if there is no way for him to display how he solved it. Also, the multiple choices should be an option. I would prefer him to type his answer. Multiple choices can make it too easy. App could be perfect if people who made it just tried to think with the head of a lazy school boy who want to make as less effort as possible",EDUCATION,education learning apps
com.classdojo.android,ClassDojo,ClassDojo,4.8163657,1200140,"10,000,000+",True,0,USD,1757076291,Education,Everyone,10000000,,"ClassDojo connects teachers, kids, and families","For the most part, it's fine. What irritates me the most is that every time I get a code sent to me, it creates a ""new child"" instead of just adding the class to an existing child profile. I currently have 4 active profiles for my son and 3 for my daughter. I have to go through and delete multiple old profiles every new school year. You want us to pay for the app to keep memories from years past, but I would have no less than 30 profiles between 2 kids if I saved them all! Just ridiculous!!!!",persistent advertisements to upgrade are annoying. first and foremost the app is supposed to be free. you only pay to add additional features. but the advertisement is made to appear like you have 7 days free and then you have to pay $69.99 for the year. if you find the x and close you get pestered for $34.99 last chance deal. well now that advertisement comes up Everytime I open the app. ridiculous. don't get me started on app security... it's flawed too.,EDUCATION,education learning apps
com.duolingo.literacy,Learn to Read - Duolingo ABC,Duolingo,4.2429905,17545,"10,000,000+",True,0,USD,1755188661,Education,Everyone,10000000,,Learn how to read with fun educational games for ages 3-8. Learn phonics & more!,"App is great! It has a nice style and is simple, so kids can use it easily. No ads too! Though it would be very nice if you'd add some other languages. Also, one small thing that is a bit annoying, is that sometimes the voice gets a bit buggy. Like, whenever it teaches you a letter, the sound gets quieter in the middle of the sound, which isn't a major mistake, but it is a bit annoying, for me, at least. I'm a 13 year old trying this out btw, so idk how younger kids would like the app.",,EDUCATION,education learning apps
cc.forestapp,Forest: Focus for Productivity,Seekrtech,4.4956365,780069,"10,000,000+",True,0,USD,1756713678,Productivity,Everyone,10000000,,Stay focused on your goal or to dos and get motivated with Pomodoro timer,"ok, so I've been using Forest for at least a year, if not longer. Would've absolutely given 5 stars and a glowing review up until a week or so ago, when they released the newest update to the app. Now, the app keeps crashing over and over and barely working. So, I did what is always recommended - uninstall and reinstall. NOW, I can't even log in and get all my stuff, despite having purchased the pro version ages ago. Not cool, guys.","I love the concept of planting your own forest while staying off the phone, and had hopes that the Pro version would help me to add new tags ⚠️ DON'T BUY THE PRO VERSION, ITS UNUSABLE and BUGGY! After paying for the Pro and trying to add a new tag, or use the Allow List function, it gets you automatically back to the ""Successfully Restored"" page of the purchase with a ""Log In"" button, after you click it, it literally does nothing! No tag added, nor the white list page! DON'T SPEND MONEY ON IT!",PRODUCTIVITY,productivity apps
com.google.android.keep,Google Keep - Notes and lists,Google LLC,4.713315,1992956,"1,000,000,000+",True,0,USD,1757015748,Productivity,Everyone,1000000000,,Google Keep,"I love this app! The only thing I wish were different is being able to still see all original dates at the bottom of your note(s) instead of the date changing after even the smallest edit. Well, at least if you wanted the original date to stay the same, which could be an option. Also, I've ""misplaced"" a few notes after changing phones and reinstalling this app. However, it's one of THE best!!! Please... never add ads. Thanks! ☺️","I liked the notes better on my old phone. I don't like that when I set up a check list, my checked off items just disappear. I wish the checked items would just looked crossed through or a lighter color text. it gives a sense of accomplishment, seeing what got done, rather than worrying if I just erased my to do list (I use it daily at work so I use the same list daily)",PRODUCTIVITY,productivity apps
com.google.android.apps.tasks,Google Tasks,Google LLC,4.611954,507837,"10,000,000+",True,0,USD,1756971398,Productivity,Everyone,10000000,,"Stay on top of your to-dos with Google Tasks, part of Google Workspace.","This app went above and beyond to solve my problem with remembering to do stuff. I first had to just remember, which did not go well, then I would have to set alarms which were so loud. Then I got introduced to this app. It is amazing, sending silent notifications, while giving the option to repeat and set times. While being able to sort your tasks by categories. LOVE IT!! 11/10 for me, recommend!!!!","Lots of potential, long way to go. For very basic task tracking, this app can get the job done. However, the handling of subtasks and sorting is severely broken. If you sort by date, it will not respect task-to-subtask relationships and you end up with a huge mess. Additionally, notifications for tasks have become very hit or miss and regularly show up late or not at all. I really want to like this app, but I'm finding myself more and more frustrated with it.",PRODUCTIVITY,productivity apps
com.google.android.apps.bard,Google Gemini,Google LLC,4.576658,10859133,"500,000,000+",True,0,USD,1755622765,Productivity,Teen,500000000,,"Chat to start writing, planning, learning and more with Google AI","Update as of 12/25/24. You still can't seem to use the Gemini app without switching your assistant. So I tried it out for a bit and reminders don't work. I was using Gemini just a few months ago and now I can't open the app unless I switch from Google Assistant. This is a huge detractor. Gemini is not a good assistant yet, it doesn't easily set reminders for example. But I did want to use it for queries. Can't seem to open the app to do that. Disappointing because it worked a few weeks ago.","The app itself is glitching lately; it's been skipping to a new chat and forgetting everything. Sometimes I can tell it to remember what we were just talking about, and it will get back to the subject. Other times, the chat is completely gone, and there is no memory of the chat left in the list. Reaction times have gone from normal response times to wondering if my phone is frozen in the last few weeks. There are times I almost reached a conclusion, but I can't get any further due to glitches.",PRODUCTIVITY,productivity apps
com.google.android.calendar,Google Calendar,Google LLC,4.632835,3985283,"5,000,000,000+",True,0,USD,1756987547,Productivity,Everyone,5000000000,,"Make the most of your day with Google Calendar, part of Google Workspace","I looove this app a lot! From scheduling my to-do list up to my business stuff. I just don't know if this is an issue on my phone but sometimes when I will add a task, it will randomly have glitches. Like, when i select the 'All day' option, the 'task' will be converted as 'event' or when I click 'save', nothing happens.","Calendar is now switching to my work account when I add an event, instead of my default email I've always used. I use my calendar all the time, and I've never had issues before. I didn't make any changes, this started happening out of the blue. I've tried all the things I could find scouring online, to no avail. This is a major issue for me. Not happy.",PRODUCTIVITY,productivity apps
com.instagram.android,Instagram,Instagram,3.9453752,164370320,"5,000,000,000+",True,0,USD,1756834255,Social,Teen,5000000000,,"Create & share photos, stories, & reels with friends you love","Got a new phone and cant log in to my account that I've had for YEARS with 
the password and email address that have literally NEVER changed. It just 
keeps saying that it's a suspicious log in attempt..... so you're telling 
me that you can only log in from one device ever? Even with the correct 
information? What a joke. Also, I've contacted support multiple times in 
the past few days with no response. Uninstalled.","Got a new phone and cant log in to my account that I've had for YEARS with 
the password and email address that have literally NEVER changed. It just 
keeps saying that it's a suspicious log in attempt..... so you're telling 
me that you can only log in from one device ever? Even with the correct 
information? What a joke. Also, I've contacted support multiple times in 
the past few days with no response. Uninstalled.",SOCIAL,social networking apps
com.facebook.katana,Facebook,"Meta Platforms, Inc.",4.3761225,172446554,"10,000,000,000+",True,0,USD,1756890904,Social,Teen,10000000000,,Explore the things you love,"only some videos can be muted, and that is never an option if you're playing music from an app that you pay for. I have some other issues as far as how complicated the navigation of the mobile app is. two stars for variety of content. I left a bad review and suddenly nothing wants to load even though my signal strength, both wifi and mobile data, are perfectly adequate. Suspicious.","only some videos can be muted, and that is never an option if you're playing music from an app that you pay for. I have some other issues as far as how complicated the navigation of the mobile app is. two stars for variety of content. I left a bad review and suddenly nothing wants to load even though my signal strength, both wifi and mobile data, are perfectly adequate. Suspicious.",SOCIAL,social networking apps
com.zhiliaoapp.musically,"TikTok - Videos, Shop & LIVE",TikTok Pte. Ltd.,4.0903015,67146565,"1,000,000,000+",True,0,USD,1756993975,Social,Teen,1000000000,,"Join your friends and discover videos you love, only on TikTok","This is ridiculous! This app doesn't even utilise the coins properly. If you're a gifter, you would have noticed that the price for 700 coins was £8.99. The very next day, they reduced the price and the amount of coins to 360 for just £8.09. It seems like they just want to make a quick profit off me. I'm paying attention; I've been closely monitoring all the prices on your page.","this is driving me insane. every time a particular ad with an intense sounding song comes up, and it's always the same song, it will not stop playing that song. Even if I shut the app down it keeps going. I have to go into my settings and do a force stop, And sometimes I even have to restart my phone. this is getting ridiculous. fix it please.",SOCIAL,social networking apps
com.instagram.barcelona,Threads,Instagram,3.9950435,1741521,"100,000,000+",True,0,USD,1756830715,Social,Teen,100000000,,Connect and share ideas,"An unsung treasure, this app is great as an artist to let loose and build community in a way that's as engaging as old Tumblr and Twitter. It's definitely more for text posts, but it's really fun to ask questions and get feedback and see other people's art. It's a perfect companion to Insta, and the algorithm really is tailored to the way I use the app.","I edited this review: The typing bug makes it almosy unusable. In Threads, and only Threads, I will suddenly randomly have chunks of text repeated with every letter I type, huge sections will be deleted, and my cursor will just decide to start wherever it wants. Again, this is ONLY in Threads. Every other app I have is fine. Typing (which is basically one of maybe two ways to interact with Threads) simply doesn't work well.",SOCIAL,social networking apps
com.twitter.android,X (Formerly Twitter),X Corp.,3.742369,22715994,"1,000,000,000+",True,0,USD,1756930569,News & Magazines,Mature 17+,1000000000,,Breaking News & Social Media | Now with Grok AI to explain posts,"This app, as well as the website on PC, is so unbearably slow that it has frozen my phone and dragged my PC's speed to an absolute crawl just by being open. I've done everything from clearing the cache on phone and PC, to uninstalling & reinstalling (or shutting off my PC), to fix the issue; and nothing fixes the issue, but the fact that it's happening to multiple people everywhere on multiple devices already shows the issue is not on my end.","elon and his many faults aside, the app itself sucks. it's always glitching out. I'm unable to change my profile picture on any of my accounts. and I'm unable to even create new accounts because it gets stuck on a loading screen. And I'm constantly flooded with ads that I actively hate. I turned on personalized ads, but no matter how many times I tell the app I don't want ads for AI or Crypto, it's the only ads I get. I'm moving to bluesky.",SOCIAL,social networking apps
com.google.android.apps.fitness,Google Fit: Activity Tracking,Google LLC,3.5801947,664390,"100,000,000+",True,0,USD,1754923801,Health & Fitness,Everyone,100000000,,Want to take charge of your health? Let Google Fit help you reach your goals.,"I just want to say, so far, outstanding. I have seen Fitbit charge a crazy price for their ""premium"" services when it's mostly the same as this app! I can manage my Fitbit data through here with the fit to fit app, though that app still needs help. This app only needs the ability to sync data between third party apps possible! Add that, and possibly a mental health section as well, since you have meditation and whatnot, why don't we add an actual journal? Or a health journal? Just an idea.","It doesn't sync to anything anymore. Google Fit is now blocking apps I want to connect to and have previously connected to. Data is inaccurate because of the lack of syncing, even when shown as connectedness. If you try disconnecting and reconnecting the applications, Google Fit will deny the connection, and there is no way to override. Google Fit is Junk!",HEALTH_AND_FITNESS,health and fitness apps
com.sec.android.app.shealth,Samsung Health,"Samsung Electronics Co.,  Ltd.",3.5659807,1544947,"1,000,000,000+",True,0,USD,1752481027,Health & Fitness,Everyone,1000000000,,"Lifestyle companion to track your fitness, weight, diet, food & sleep.","I don't like the changes made to the sleep score. I wish I could delete the upgrade and go back. I like seeing how many sleep cycles I went through, restfulness, mental recovery, etc. And I PREFER seeing actual numbers. The new metrics just make it much harder to understand the readings. I don't even want to use it anymore. Which is a bummer because I used it every day. Users should be given a choice for how they want their score calculated/displayed.","this app looks nice and has a lot of features but none of them works well at all. It does a terrible job tracking workouts, even if you choose the walking option it will randomly miss large chunks of the walk. (yes I turned off power saving mode even when I shouldn't have to) Also the food tracking is unusable. Additionally you can't edit workouts. for example you play tennis, it auto detects a walk, later you want change it? Gotta manually enter a new workout and delete the old one.",HEALTH_AND_FITNESS,health and fitness apps
homeworkout.homeworkouts.noequipment,Home Workout - No Equipment,Leap Fitness Group,4.8664355,3732820,"100,000,000+",True,0,USD,1756978491,Health & Fitness,Everyone,100000000,,Home workouts for fitness & fast bodybuilding at home - no equipment needed.,"Home Workout - No Equipment is a game-changer for fitness enthusiasts. The exercises are well-structured, effective, and perfect for all levels. No gym? No problem! The guided routines and clear animations keep me motivated every day. The variety ensures no boredom, and progress tracking is a huge plus. Highly recommended for anyone serious about staying fit at home! 💪🔥",,HEALTH_AND_FITNESS,health and fitness apps
com.fitbit.FitbitMobile,Fitbit,Google LLC,4.1314745,1205753,"100,000,000+",True,0,USD,1756866039,Health & Fitness,Everyone,100000000,,"Fitbit is dedicated to helping people lead healthier, more active lives.","Another update, another loss of functioning that is going to make me look for another platform. My Fitbit will no longer sync with the app and none of the steps, which used to work work now. On top of that, it's not even letting me enter data manually into the app. I updated thinking that would help and no such luck. The Google takeover was a mistake.","Sleep duration appears to have several bugs. I often get up in the middle of the night for a bathroom break. sleep duration only reports the time before the bathroom break. if I try to manually add the sleep time after the break, sometimes it does not show up or get added to the total. If I try to put it in again it reports it doubled so it reports 10 hours of sleep in an 8-hour period. Previous versions of the app had a check to prevent you putting it in twice. Other than that the app is great!",HEALTH_AND_FITNESS,health and fitness apps
com.myfitnesspal.android,MyFitnessPal: Calorie Counter,"MyFitnessPal, Inc.",4.384864,2850482,"100,000,000+",True,0,USD,1756737526,Health & Fitness,Everyone,100000000,,"Monitor and track your macros, nutrition, macro tracking, and meal planning","I love this app. I have been using just the free version for several years. It is a great aide for mindful nutrition, weight management, and identifying food allergies. The barcode scanner makes tracking foods easy. It tracks nutrients, and pops up alerts if you are getting near or go over your goal limit. Update: I'm using this again after gaining pregnancy weight. It is great still, but I am frustrated that the barcode scanner for the food diary isn't free anymore.",I recently came back to this app after being away for a bit. Had so many issues just setting it up but the biggest disappointment is seeing the scanning barcode ability behind a paywall. Would definitely rate higher if I could still use the scanning but there are other options out there that don't charge for scanning so this just seems like a money grab to me.,HEALTH_AND_FITNESS,health and fitness apps
org.thoughtcrime.securesms,Signal Private Messenger,Signal Foundation,4.549154,2746193,"100,000,000+",True,0,USD,1756158053,Communication,Everyone,100000000,,Say “hello” to privacy.,"It's encrypted end-to-end by default. It's free (made by a nonprofit). It's not owned by FB, G, or any other big ad pusher. And it does text, voice, and video. (Missing feature: ""Mark as Unread""; I find I often take a quick peek at a message and find that it requires a lengthy reply that I didn't have time to write at the moment, but then forget to come back to it until much later.)","Military preferred. Not great, but standardized. It seems like the encryption slows down it's performance. There are times when we have a message sent to us and the next day we say ""No Sergeant, we didn't receive anything."" Then 20 minutes later we all hear our phones chime at the same time for the late message. Then phone calls will not work properly. Usually we hang up and try via our non-encrypted apps which work just fine. This app also doesn't like hands free driving. (Still the same.)",COMMUNICATION,communication apps
com.google.android.apps.messaging,Google Messages,Google LLC,4.5870376,33390704,"5,000,000,000+",True,0,USD,1756844679,Communication,Everyone,5000000000,,"Simple, helpful messaging by Google","I'm having the same issues as other have stated with google messages not working properly. blank screens, pictures won't attached. it's terrible. i will uninstall and reinstall, but I also absolutely hate the new way of attaching pictures. Much more difficult to use, labor intensive, the pictures sometimes scroll by super fast, sometimes you can't get to all of them. Please put it back to the way it was. It's super frustrating","I miss Samsung Messages. As others have said, I don't like how you attach pictures. In Samsung Messages, attaching a picture from the gallery & taking a new picture to send inside the Messages app were separate options, & I think it's much better that way. There are other bugs. Sometimes, I'll hit send, & the text will then show above in the thread but will also not be deleted from the outbox. Mostly, I HATE that I can't customize to match the rest of my phone. Let me make it cute, Google!",COMMUNICATION,communication apps
